seq0_leftend,seq0_rightend,seq1_leftend,seq1_rightend,seq2_leftend,seq2_rightend,seq3_leftend,seq3_rightend,seq4_leftend,seq4_rightend
-17101490,-17102320,4292190,4293001,0,0,0,0,0,0
-17096288,-17101485,4293026,4298220,0,0,0,0,0,0
-17093951,-17096284,4298249,4300569,0,0,0,0,0,0
-17086640,-17093922,4300574,4307864,0,0,0,0,0,0
-17086453,-17086611,4307869,4308027,0,0,0,0,0,0
-17083594,-17086425,4308032,4310878,0,0,0,0,0,0
-17076394,-17083564,4310882,4318053,0,0,0,0,0,0
-17076122,-17076389,4318110,4318377,0,0,0,0,0,0
-17069299,-17076101,4318380,4325166,0,0,0,0,0,0
-17055593,-17069276,4325170,4338838,0,0,0,0,0,0
-17048066,-17055546,4338843,4346321,0,0,0,0,0,0
-17045477,-17048061,4346348,4348935,0,0,0,0,0,0
-17040351,-17045472,4348960,4354068,0,0,0,0,0,0
-17033040,-17040346,4354097,4361407,0,0,0,0,0,0
-17029810,-17033015,4361412,4364621,0,0,0,0,0,0
-17016566,-17029806,4364669,4377893,0,0,0,0,0,0
-17015661,-17016560,4377925,4378820,0,0,0,0,0,0
-17006258,-17015640,4378823,4388168,0,0,0,0,0,0
-16993800,-17006171,4388173,4400546,0,0,0,0,0,0
-16992115,-16993730,4400550,4402166,0,0,0,0,0,0
-16983214,-16992112,4402188,4411081,0,0,0,0,0,0
-16982373,-16983187,4411086,4411900,0,0,0,0,0,0
-16981621,-16982368,4412002,4412749,0,0,0,0,0,0
-16974059,-16981475,4413707,4421138,0,0,0,0,0,0
-16953142,-16974055,4421405,4442351,0,0,0,0,0,0
-16950525,-16953097,4442356,4444939,0,0,0,0,0,0
-16950151,-16950520,4445016,4445385,0,0,0,0,0,0
-16945147,-16949843,4445389,4450075,0,0,0,0,0,0
-16937890,-16945142,4450101,4457338,0,0,0,0,0,0
-16935058,-16937816,4457342,4460117,0,0,0,0,0,0
-16928983,-16934949,4460122,4466076,0,0,0,0,0,0
-22745440,-22750931,0,0,3188618,3194095,0,0,0,0
-4533995,-4538753,16888797,16893553,0,0,0,0,0,0
-4541956,-4542051,16886680,16886775,0,0,0,0,0,0
-22750933,-22753694,0,0,3186248,3188617,0,0,0,0
-22753696,-22759569,0,0,3180382,3186247,0,0,0,0
-4542056,-4542187,16886505,16886636,0,0,0,0,0,0
-4542192,-4546602,16882060,16886466,0,0,0,0,0,0
-4546631,-4552352,16876337,16882055,0,0,0,0,0,0
-4552505,-4555435,16873396,16876332,0,0,0,0,0,0
25972349,25972374,4469833,4469858,0,0,0,0,0,0
-4555468,-4555848,16873009,16873389,0,0,0,0,0,0
25972614,25972636,4470098,4470119,0,0,0,0,0,0
-4555946,-4556436,16872479,16872983,0,0,0,0,0,0
-4556478,-4556932,16872026,16872474,0,0,0,0,0,0
-4556968,-4558857,16870140,16872021,0,0,0,0,0,0
-4558894,-4572416,16856668,16870135,0,0,0,0,0,0
-4572421,-4573407,16855637,16856629,0,0,0,0,0,0
-4573412,-4576618,16852396,16855581,0,0,0,0,0,0
24718045,24718150,0,0,-1199048,-1199153,-1081321,-1081426,0,0
-21903489,-21903504,0,0,4004273,4004288,-1078150,-1078165,0,0
-4576645,-4577566,16851466,16852391,0,0,0,0,0,0
-4577662,-4579789,16849335,16851462,0,0,0,0,0,0
-4579795,-4589253,16839786,16849241,0,0,0,0,0,0
-4589258,-4590131,16838881,16839761,0,0,0,0,0,0
-4590184,-4593433,16835627,16838876,0,0,0,0,0,0
-4594161,-4595812,16833977,16835623,0,0,0,0,0,0
-22759571,-22759860,0,0,3180069,3180381,0,0,0,0
-4595929,-4595967,16833934,16833972,0,0,0,0,0,0
-4596481,-4597637,16832775,16833928,0,0,0,0,0,0
-4597692,-4598204,16832259,16832771,0,0,0,0,0,0
25975518,25975520,4474055,4474057,0,0,0,0,0,0
-4598209,-4600900,16829548,16832230,0,0,0,0,0,0
-4600925,-4613803,16816642,16829543,0,0,0,0,0,0
-4613808,-4615522,16814847,16816559,0,0,0,0,0,0
-4615551,-4615686,16814708,16814843,0,0,0,0,0,0
-4615716,-4620594,16809823,16814704,0,0,0,0,0,0
-22759862,-22759927,0,0,3179970,3180068,0,0,0,0
-4620598,-4636679,16793716,16809793,0,0,0,0,0,0
-4636684,-4640400,16789975,16793691,0,0,0,0,0,0
-4640404,-4642723,16787373,16789709,0,0,0,0,0,0
-4642748,-4652253,16777851,16787368,0,0,0,0,0,0
25977572,25977845,4477150,4477823,0,0,0,0,0,0
-16920737,-16928981,4477827,4486159,0,0,0,0,0,0
-16918446,-16920735,4486160,4488474,0,0,0,0,0,0
-16914055,-16918444,4488475,4493626,0,0,0,0,0,0
-16910915,-16914053,4493627,4495242,0,0,0,0,0,0
-16907385,-16910913,4495243,4498800,0,0,0,0,0,0
-16896610,-16907383,4498801,4509583,0,0,0,0,0,0
-16894809,-16896608,4509584,4511438,0,0,0,0,0,0
-16893412,-16894807,4511439,4511808,0,0,0,0,0,0
-16892839,-16893410,4511809,4512361,0,0,0,0,0,0
-16880517,-16892837,4512362,4524347,0,0,0,0,0,0
-16880201,-16880515,4524348,4524630,0,0,0,0,0,0
-16879189,-16880199,4524631,4525572,0,0,0,0,0,0
-16877560,-16879187,4525573,4527183,0,0,0,0,0,0
-16876915,-16877558,4527184,4528006,0,0,0,0,0,0
-16854343,-16876913,4528007,4550586,0,0,0,0,0,0
-16834180,-16854341,4550587,4570708,0,0,0,0,0,0
-16833225,-16834178,4570709,4571756,0,0,0,0,0,0
-16831561,-16833223,4571757,4573276,0,0,0,0,0,0
-16830718,-16831559,4573277,4574536,0,0,0,0,0,0
-16826249,-16830716,4574537,4578971,0,0,0,0,0,0
-16825475,-16826247,4578972,4579772,0,0,0,0,0,0
-16824686,-16825473,4579773,4580526,0,0,0,0,0,0
-16823946,-16824684,4580527,4580863,0,0,0,0,0,0
-16820825,-16823944,4580864,4583934,0,0,0,0,0,0
-16820699,-16820823,4583935,4587803,0,0,0,0,0,0
-16820103,-16820697,4587804,4588200,0,0,0,0,0,0
-16817726,-16820101,4588201,4590610,0,0,0,0,0,0
-16807000,-16817724,4590611,4601455,0,0,0,0,0,0
-16804127,-16806998,4601456,4604310,0,0,0,0,0,0
-16789768,-16804125,4604311,4618664,0,0,0,0,0,0
-16778412,-16789766,4618665,4630033,0,0,0,0,0,0
-16775990,-16778410,4630034,4632516,0,0,0,0,0,0
-16775400,-16775988,4632517,4633168,0,0,0,0,0,0
-16773595,-16775398,4633169,4634955,0,0,0,0,0,0
-16769151,-16773593,4634956,4639330,0,0,0,0,0,0
-16762431,-16769149,4639331,4646055,0,0,0,0,0,0
-16758289,-16762429,4646056,4650196,0,0,0,0,0,0
-16757502,-16758287,4650197,4650963,0,0,0,0,0,0
-16757379,-16757500,4650964,4651118,0,0,0,0,0,0
-16756776,-16757377,4651119,4651699,0,0,0,0,0,0
-16753931,-16756774,4651700,4654552,0,0,0,0,0,0
-16753698,-16753929,4654553,4654813,0,0,0,0,0,0
-16752797,-16753696,4654814,4655737,0,0,0,0,0,0
-16751429,-16752795,4655738,4657136,0,0,0,0,0,0
-16733809,-16751427,4657137,4674832,0,0,0,0,0,0
-16732994,-16733807,4674833,4675609,0,0,0,0,0,0
-16731824,-16732992,4675610,4676885,0,0,0,0,0,0
-16730191,-16731822,4676886,4678544,0,0,0,0,0,0
-16726420,-16730189,4678545,4682220,0,0,0,0,0,0
-16707019,-16726418,4682221,4701576,0,0,0,0,0,0
-16685288,-16707017,4701577,4723445,0,0,0,0,0,0
-16682363,-16685286,4723446,4726417,0,0,0,0,0,0
-16679954,-16682361,4726418,4729490,0,0,0,0,0,0
-16676242,-16679952,4729491,4733213,0,0,0,0,0,0
-16671558,-16676240,4733214,4738223,0,0,0,0,0,0
-16671094,-16671556,4738224,4738717,0,0,0,0,0,0
-16640134,-16671092,4738718,4769747,0,0,0,0,0,0
-16632941,-16640132,4769748,4776994,0,0,0,0,0,0
-16628591,-16632939,4776995,4781323,0,0,0,0,0,0
-16623496,-16628589,4781324,4786424,0,0,0,0,0,0
-16601044,-16623494,4786425,4808885,0,0,0,0,0,0
-16600075,-16601042,4808886,4809882,0,0,0,0,0,0
-16585361,-16600073,4809883,4824554,0,0,0,0,0,0
-16583910,-16585359,4824555,4825973,0,0,0,0,0,0
-16554135,-16583908,4825974,4855797,0,0,0,0,0,0
-16549278,-16554133,4855798,4860710,0,0,0,0,0,0
-16524364,-16549276,4860711,4885585,0,0,0,0,0,0
-16523317,-16524362,4885586,4886576,0,0,0,0,0,0
-16509579,-16523315,4886577,4900545,0,0,0,0,0,0
-16505528,-16509577,4900546,4904611,0,0,0,0,0,0
-16499578,-16505526,4904612,4910525,0,0,0,0,0,0
-16499363,-16499576,4910526,4910708,0,0,0,0,0,0
-16497460,-16499361,4910709,4912571,0,0,0,0,0,0
-16493978,-16497458,4912572,4916025,0,0,0,0,0,0
-16481875,-16493976,4916026,4928140,0,0,0,0,0,0
-16473916,-16481873,4928141,4936155,0,0,0,0,0,0
-16460153,-16473914,4936156,4949889,0,0,0,0,0,0
-16444587,-16460151,4949890,4965396,0,0,0,0,0,0
-16444161,-16444585,4965397,4965801,0,0,0,0,0,0
-16433907,-16444159,4965802,4976213,0,0,0,0,0,0
-16433330,-16433905,4976214,4976761,0,0,0,0,0,0
-22759929,-22763981,0,0,3175864,3179969,0,0,0,0
-22763983,-22769466,0,0,3170192,3175863,0,0,0,0
-16429144,-16429325,4980754,4980962,0,0,0,0,0,0
-16421502,-16429142,4980963,4988259,0,0,0,0,0,0
-16419462,-16421500,4988260,4990206,0,0,0,0,0,0
-16416947,-16419460,4990207,4992701,0,0,0,0,0,0
-16416638,-16416945,4992702,4992825,0,0,0,0,0,0
-16413590,-16416636,4992826,4995784,0,0,0,0,0,0
-16404746,-16413588,4995785,5004600,0,0,0,0,0,0
-16402738,-16404744,5004601,5006222,0,0,0,0,0,0
-16400592,-16402736,5006223,5008372,0,0,0,0,0,0
-16395135,-16400590,5008373,5014130,0,0,0,0,0,0
-16388618,-16395133,5014131,5020653,0,0,0,0,0,0
-16385333,-16388616,5020654,5023979,0,0,0,0,0,0
-16382524,-16385331,5023980,5026829,0,0,0,0,0,0
-16378261,-16382522,5026830,5031328,0,0,0,0,0,0
-16364314,-16378259,5031329,5045288,0,0,0,0,0,0
-16360019,-16364312,5045289,5049562,0,0,0,0,0,0
-16348616,-16360017,5049563,5060988,0,0,0,0,0,0
-16346766,-16348614,5060989,5063064,0,0,0,0,0,0
-16336445,-16346764,5063065,5073468,0,0,0,0,0,0
-16321724,-16336443,5073469,5088174,0,0,0,0,0,0
-16316416,-16321722,5088175,5094082,0,0,0,0,0,0
-16316334,-16316414,5094083,5094491,0,0,0,0,0,0
-16307820,-16316332,5094492,5103007,0,0,0,0,0,0
-16299256,-16307818,5103008,5111504,0,0,0,0,0,0
-16297041,-16299254,5111505,5113755,0,0,0,0,0,0
-16295772,-16297039,5113756,5115051,0,0,0,0,0,0
-16288648,-16295770,5115052,5122227,0,0,0,0,0,0
-16267588,-16288646,5122228,5143353,0,0,0,0,0,0
-16267411,-16267586,5143354,5143390,0,0,0,0,0,0
-16266578,-16267409,5143391,5144354,0,0,0,0,0,0
-16264852,-16266576,5144355,5146033,0,0,0,0,0,0
-16258791,-16264850,5146034,5152119,0,0,0,0,0,0
-16256396,-16258789,5152120,5154480,0,0,0,0,0,0
-16255340,-16256394,5154481,5155319,0,0,0,0,0,0
-16255231,-16255338,5155320,5155370,0,0,0,0,0,0
-16249148,-16255229,5155371,5161352,0,0,0,0,0,0
-16244179,-16249146,5161353,5166276,0,0,0,0,0,0
-16243283,-16244177,5166277,5167140,0,0,0,0,0,0
-16238995,-16243281,5167141,5171538,0,0,0,0,0,0
-4652298,-4672187,16757978,16777846,0,0,0,0,0,0
-16237148,-16238993,5174657,5176515,0,0,0,0,0,0
-16234261,-16237146,5176516,5179409,0,0,0,0,0,0
0,0,5179410,5179428,0,0,0,0,0,0
-16228875,-16234259,5179429,5184779,0,0,0,0,0,0
-16224809,-16228873,5184780,5188893,0,0,0,0,0,0
-16219858,-16224807,5188894,5193880,0,0,0,0,0,0
-16200042,-16219856,5193881,5213747,0,0,0,0,0,0
-16199521,-16200040,5213748,5214305,0,0,0,0,0,0
-16197212,-16199519,5214306,5216638,0,0,0,0,0,0
-16196941,-16197210,5216639,5216887,0,0,0,0,0,0
-16189489,-16196939,5216888,5224875,0,0,0,0,0,0
-16159396,-16189487,5224876,5254919,0,0,0,0,0,0
-16151979,-16159394,5254920,5262364,0,0,0,0,0,0
-16147957,-16151977,5262365,5266309,0,0,0,0,0,0
-16146323,-16147955,5266310,5267832,0,0,0,0,0,0
-16140604,-16146321,5267833,5273510,0,0,0,0,0,0
-16135109,-16140602,5273511,5278742,0,0,0,0,0,0
-16134815,-16135107,5278743,5279277,0,0,0,0,0,0
-16134495,-16134813,5279278,5279729,0,0,0,0,0,0
-16132145,-16134493,5279730,5282121,0,0,0,0,0,0
-16125722,-16132143,5282122,5288510,0,0,0,0,0,0
-16123649,-16125720,5288511,5290596,0,0,0,0,0,0
-16106038,-16123647,5290597,5308217,0,0,0,0,0,0
-16081354,-16106036,5308218,5332945,0,0,0,0,0,0
-16079861,-16081352,5332946,5334420,0,0,0,0,0,0
-16071319,-16079859,5334421,5343001,0,0,0,0,0,0
-16054758,-16071317,5343002,5359472,0,0,0,0,0,0
-16025740,-16054756,5359473,5388569,0,0,0,0,0,0
-16021113,-16025738,5388570,5393194,0,0,0,0,0,0
-16016605,-16021111,5393195,5397681,0,0,0,0,0,0
-16012489,-16016603,5397682,5401865,0,0,0,0,0,0
-16011565,-16012487,5401866,5402787,0,0,0,0,0,0
-16009676,-16011563,5402788,5404677,0,0,0,0,0,0
0,0,5404678,5404696,0,0,0,0,0,0
-16006334,-16009674,5404697,5408092,0,0,0,0,0,0
-15993107,-16006332,5408093,5421267,0,0,0,0,0,0
-15980795,-15993105,5421268,5433525,0,0,0,0,0,0
-15980399,-15980793,5433526,5433901,0,0,0,0,0,0
-15974812,-15980397,5433902,5439307,0,0,0,0,0,0
-15939636,-15974810,5439308,5474480,0,0,0,0,0,0
-15910382,-15939634,5474481,5503700,0,0,0,0,0,0
-15910170,-15910362,5503702,5503894,0,0,0,0,0,0
-15907602,-15910165,5504033,5506597,0,0,0,0,0,0
-15891411,-15907544,5506655,5522791,0,0,0,0,0,0
-15887645,-15891406,5522820,5526573,0,0,0,0,0,0
-15856122,-15887640,5526725,5558250,0,0,0,0,0,0
-15842541,-15856118,5558300,5571869,0,0,0,0,0,0
-15842480,-15842536,5572018,5572074,0,0,0,0,0,0
-15842433,-15842475,5572235,5572277,0,0,0,0,0,0
-15842365,-15842428,5572481,5572544,0,0,0,0,0,0
-15842297,-15842329,5574996,5575028,0,0,0,0,0,0
-15842262,-15842293,5575265,5575296,0,0,0,0,0,0
-15837763,-15841220,5575301,5578782,0,0,0,0,0,0
-15822122,-15837486,5578786,5594186,0,0,0,0,0,0
-15812297,-15822083,5594190,5603977,0,0,0,0,0,0
-15811091,-15812292,5604027,5605233,0,0,0,0,0,0
-15794965,-15811061,5605238,5621307,0,0,0,0,0,0
-15788340,-15794960,5621337,5627936,0,0,0,0,0,0
-15787449,-15788335,5628091,5628971,0,0,0,0,0,0
-15780610,-15787442,5628997,5635822,0,0,0,0,0,0
-15777995,-15780464,5635827,5638294,0,0,0,0,0,0
-15776851,-15777991,5638332,5639472,0,0,0,0,0,0
-15770087,-15776789,5639476,5646182,0,0,0,0,0,0
-15763865,-15770082,5646213,5652413,0,0,0,0,0,0
-15758523,-15763834,5652418,5657731,0,0,0,0,0,0
-15751836,-15758518,5657761,5664416,0,0,0,0,0,0
-15748093,-15751831,5665002,5668744,0,0,0,0,0,0
-15748051,-15748088,5668771,5668808,0,0,0,0,0,0
-15744276,-15748048,5668829,5672607,0,0,0,0,0,0
-15740433,-15744067,5672618,5676256,0,0,0,0,0,0
-15727298,-15740390,5676261,5689388,0,0,0,0,0,0
-15721825,-15727293,5689826,5695299,0,0,0,0,0,0
-15717790,-15721772,5695303,5699277,0,0,0,0,0,0
-15710364,-15717785,5699351,5706730,0,0,0,0,0,0
-15710034,-15710327,5706735,5707028,0,0,0,0,0,0
-15698994,-15710011,5707032,5718047,0,0,0,0,0,0
-15691340,-15698989,5718074,5725747,0,0,0,0,0,0
-15686062,-15691265,5725752,5730920,0,0,0,0,0,0
-15684643,-15686057,5730966,5732370,0,0,0,0,0,0
-15681490,-15684528,5732375,5735415,0,0,0,0,0,0
-15678770,-15681374,5735420,5738055,0,0,0,0,0,0
-15669346,-15678744,5738060,5747476,0,0,0,0,0,0
-15655802,-15669342,5747500,5761056,0,0,0,0,0,0
-15654422,-15655731,5761061,5762376,0,0,0,0,0,0
-15651847,-15654395,5762381,5764923,0,0,0,0,0,0
-15648659,-15651771,5764929,5768010,0,0,0,0,0,0
-15643390,-15648654,5768055,5773277,0,0,0,0,0,0
-15641833,-15643334,5773284,5774789,0,0,0,0,0,0
-15636293,-15641828,5774829,5780357,0,0,0,0,0,0
-15620864,-15636287,5780403,5795839,0,0,0,0,0,0
-4672358,-4676155,16754178,16757973,0,0,0,0,0,0
-15620704,-15620859,5807094,5807251,0,0,0,0,0,0
-15619685,-15620663,5807256,5808237,0,0,0,0,0,0
-15619518,-15619682,5808258,5808422,0,0,0,0,0,0
-15614580,-15619511,5808739,5813667,0,0,0,0,0,0
-15611180,-15614557,5813672,5817052,0,0,0,0,0,0
-15609501,-15611160,5817054,5818713,0,0,0,0,0,0
-15585926,-15609491,5818766,5842344,0,0,0,0,0,0
-15553242,-15585921,5842371,5875036,0,0,0,0,0,0
-15549487,-15552930,5875040,5878483,0,0,0,0,0,0
-15549262,-15549483,5878668,5878889,0,0,0,0,0,0
-15519886,-15549258,5878937,5908293,0,0,0,0,0,0
-15512412,-15519881,5908336,5915811,0,0,0,0,0,0
-15509244,-15512371,5915816,5918945,0,0,0,0,0,0
-15508660,-15509239,5918980,5919560,0,0,0,0,0,0
-15506080,-15508409,5919564,5921893,0,0,0,0,0,0
-15491830,-15505770,5921898,5935808,0,0,0,0,0,0
-15489275,-15491825,5935895,5938444,0,0,0,0,0,0
-15485850,-15489270,5938474,5941901,0,0,0,0,0,0
-15476579,-15485779,5941906,5951111,0,0,0,0,0,0
-15470185,-15476574,5951142,5957538,0,0,0,0,0,0
-15467785,-15470129,5957594,5959938,0,0,0,0,0,0
-15464547,-15467782,5959959,5963182,0,0,0,0,0,0
-15459823,-15464522,5963187,5967885,0,0,0,0,0,0
-15458557,-15459786,5967890,5969119,0,0,0,0,0,0
-15457461,-15458552,5969388,5970472,0,0,0,0,0,0
-15456412,-15457455,5970557,5971595,0,0,0,0,0,0
-15455340,-15456371,5971600,5972629,0,0,0,0,0,0
-15453933,-15455322,5972665,5974054,0,0,0,0,0,0
-15446482,-15453904,5974059,5981459,0,0,0,0,0,0
-15440132,-15446478,5981515,5987845,0,0,0,0,0,0
-15439636,-15440076,5987850,5988290,0,0,0,0,0,0
-15434751,-15439555,5988295,5993071,0,0,0,0,0,0
-15427138,-15434746,5993104,6000690,0,0,0,0,0,0
-15425576,-15427133,6000725,6002281,0,0,0,0,0,0
-15422013,-15425417,6002286,6005695,0,0,0,0,0,0
-15421954,-15421989,6005699,6005734,0,0,0,0,0,0
-15418896,-15421858,6005740,6008705,0,0,0,0,0,0
-15410072,-15418827,6008710,6017453,0,0,0,0,0,0
-15409853,-15410067,6017488,6017702,0,0,0,0,0,0
-15395480,-15409849,6017728,6032073,0,0,0,0,0,0
-15395033,-15395475,6032130,6032572,0,0,0,0,0,0
-15393153,-15395028,6032597,6034467,0,0,0,0,0,0
-15391642,-15393148,6034496,6036002,0,0,0,0,0,0
-15380604,-15391637,6036033,6047065,0,0,0,0,0,0
-15375431,-15380565,6047070,6052215,0,0,0,0,0,0
-15364256,-15375426,6052262,6063468,0,0,0,0,0,0
-15360295,-15364225,6063473,6067365,0,0,0,0,0,0
-15359759,-15360290,6067413,6067941,0,0,0,0,0,0
-15357970,-15359755,6067963,6069759,0,0,0,0,0,0
-15357317,-15357948,6069780,6070409,0,0,0,0,0,0
-15356753,-15357312,6070448,6071007,0,0,0,0,0,0
-15356041,-15356700,6071012,6071660,0,0,0,0,0,0
-15354072,-15355856,6071665,6073469,0,0,0,0,0,0
-15353962,-15354067,6073526,6073631,0,0,0,0,0,0
-15348664,-15353957,6073658,6078960,0,0,0,0,0,0
-15346181,-15348644,6078962,6081398,0,0,0,0,0,0
-15342557,-15346176,6081527,6085153,0,0,0,0,0,0
-15334533,-15342524,6085160,6093172,0,0,0,0,0,0
-15332735,-15334439,6093178,6094879,0,0,0,0,0,0
-15331942,-15332730,6094976,6095761,0,0,0,0,0,0
-15330909,-15331859,6095766,6096722,0,0,0,0,0,0
-15329749,-15330904,6096761,6097923,0,0,0,0,0,0
-15325087,-15329704,6097928,6102548,0,0,0,0,0,0
-15324596,-15325083,6102572,6103054,0,0,0,0,0,0
-15320737,-15324575,6103057,6106897,0,0,0,0,0,0
-15318238,-15320715,6106900,6109383,0,0,0,0,0,0
-15313353,-15318214,6109387,6114258,0,0,0,0,0,0
-15312401,-15313348,6114287,6115233,0,0,0,0,0,0
-15303876,-15312344,6115238,6123742,0,0,0,0,0,0
-15302182,-15303761,6123751,6125347,0,0,0,0,0,0
-15301910,-15302178,6125375,6125642,0,0,0,0,0,0
-15300004,-15301907,6125663,6127572,0,0,0,0,0,0
-15295510,-15300000,6127596,6132083,0,0,0,0,0,0
-15292142,-15295505,6132150,6135505,0,0,0,0,0,0
-15286632,-15292137,6135544,6141066,0,0,0,0,0,0
-15284219,-15286627,6141159,6143550,0,0,0,0,0,0
-15283206,-15284214,6143611,6144625,0,0,0,0,0,0
-15274715,-15283203,6144647,6153166,0,0,0,0,0,0
-15273052,-15274679,6153171,6154804,0,0,0,0,0,0
-15270054,-15273008,6154844,6157795,0,0,0,0,0,0
-15269692,-15269779,6157800,6157887,0,0,0,0,0,0
-15257541,-15269632,6157892,6169948,0,0,0,0,0,0
-15255996,-15257534,6170043,6171574,0,0,0,0,0,0
-15254782,-15255912,6171579,6172701,0,0,0,0,0,0
-15253314,-15254758,6172707,6174163,0,0,0,0,0,0
-15239756,-15253289,6174167,6187698,0,0,0,0,0,0
-15238510,-15239713,6187703,6188909,0,0,0,0,0,0
-15230978,-15238281,6188914,6196216,0,0,0,0,0,0
-15223130,-15230974,6196260,6204109,0,0,0,0,0,0
-15212856,-15223041,6204114,6214296,0,0,0,0,0,0
-15206659,-15212833,6214300,6220475,0,0,0,0,0,0
-15202099,-15206644,6221187,6225719,0,0,0,0,0,0
-15187711,-15202056,6225724,6240091,0,0,0,0,0,0
-15184956,-15187706,6240192,6242942,0,0,0,0,0,0
-15171806,-15184944,6242981,6256118,0,0,0,0,0,0
-15169666,-15171778,6256124,6258240,0,0,0,0,0,0
-15158898,-15166947,6258246,6266288,0,0,0,0,0,0
-15145069,-15158858,6266293,6280088,0,0,0,0,0,0
-15144411,-15144986,6280095,6280675,0,0,0,0,0,0
-15140673,-15144379,6280681,6284405,0,0,0,0,0,0
-15139356,-15140646,6284410,6285702,0,0,0,0,0,0
-15134802,-15139236,6285706,6290140,0,0,0,0,0,0
-15129630,-15134797,6290175,6295323,0,0,0,0,0,0
-15122727,-15129625,6295347,6302258,0,0,0,0,0,0
-15115703,-15122660,6302263,6309227,0,0,0,0,0,0
-15112017,-15115672,6309232,6312889,0,0,0,0,0,0
-15099014,-15111994,6312893,6325872,0,0,0,0,0,0
-15096812,-15099009,6325898,6328093,0,0,0,0,0,0
-15090971,-15096778,6328098,6333905,0,0,0,0,0,0
-15090396,-15090944,6333910,6334458,0,0,0,0,0,0
-15082335,-15090357,6334463,6342521,0,0,0,0,0,0
-15065993,-15082304,6342526,6358789,0,0,0,0,0,0
-15056616,-15065988,6358818,6368199,0,0,0,0,0,0
-15052066,-15056606,6368239,6372762,0,0,0,0,0,0
-15039090,-15052061,6373402,6386395,0,0,0,0,0,0
-15037736,-15039087,6386416,6387786,0,0,0,0,0,0
-15036495,-15037731,6387850,6389086,0,0,0,0,0,0
-15035069,-15036490,6389135,6390554,0,0,0,0,0,0
-15034929,-15035028,6390559,6390658,0,0,0,0,0,0
-15029508,-15034923,6390692,6396114,0,0,0,0,0,0
-15025899,-15029479,6396119,6399700,0,0,0,0,0,0
-15023466,-15025873,6399705,6402117,0,0,0,0,0,0
-15019630,-15023376,6402207,6405969,0,0,0,0,0,0
-15011796,-15019593,6405984,6413779,0,0,0,0,0,0
-15011669,-15011775,6413782,6413888,0,0,0,0,0,0
-15006463,-15011514,6413893,6418937,0,0,0,0,0,0
-15000008,-15006458,6419139,6425585,0,0,0,0,0,0
-14990793,-15000003,6425610,6434800,0,0,0,0,0,0
-14981357,-14990788,6434853,6444277,0,0,0,0,0,0
-14978250,-14981352,6444322,6447413,0,0,0,0,0,0
-14974351,-14978145,6447418,6451199,0,0,0,0,0,0
-14965944,-14974347,6451233,6459672,0,0,0,0,0,0
-14956714,-14965939,6459871,6469058,0,0,0,0,0,0
-14948493,-14956710,6469088,6477253,0,0,0,0,0,0
-14948416,-14948470,6477276,6477330,0,0,0,0,0,0
-14933871,-14948391,6477334,6491840,0,0,0,0,0,0
-14929817,-14933842,6491847,6495864,0,0,0,0,0,0
-14926735,-14929676,6495869,6498804,0,0,0,0,0,0
-14920737,-14926688,6498809,6504790,0,0,0,0,0,0
-14913642,-14920154,6504795,6511299,0,0,0,0,0,0
-14912138,-14913637,6511324,6512816,0,0,0,0,0,0
-14909540,-14912099,6512821,6515359,0,0,0,0,0,0
-14905301,-14909535,6515845,6520070,0,0,0,0,0,0
-14878067,-14905258,6520075,6547278,0,0,0,0,0,0
-14874250,-14878040,6547282,6551067,0,0,0,0,0,0
-14857380,-14874174,6551076,6567847,0,0,0,0,0,0
-14840272,-14857353,6567852,6584957,0,0,0,0,0,0
-14835188,-14840267,6584998,6590067,0,0,0,0,0,0
-14827110,-14835148,6590107,6598124,0,0,0,0,0,0
-14803061,-14827105,6598195,6622269,0,0,0,0,0,0
-14800094,-14802924,6622274,6625112,0,0,0,0,0,0
-14794574,-14799957,6625116,6630482,0,0,0,0,0,0
-14784671,-14794569,6630554,6640422,0,0,0,0,0,0
-14773137,-14784620,6640444,6651932,0,0,0,0,0,0
-14759910,-14772664,6651955,6664725,0,0,0,0,0,0
-14751778,-14759890,6664743,6672898,0,0,0,0,0,0
-14749312,-14751714,6672902,6675298,0,0,0,0,0,0
-14744718,-14749308,6675326,6679923,0,0,0,0,0,0
-14741199,-14744064,6679930,6682811,0,0,0,0,0,0
-14738683,-14741170,6682816,6685300,0,0,0,0,0,0
-14726313,-14738681,6685320,6697691,0,0,0,0,0,0
-14723777,-14726283,6697696,6700235,0,0,0,0,0,0
-14714594,-14723775,6700255,6709432,0,0,0,0,0,0
-14702576,-14714534,6709438,6721355,0,0,0,0,0,0
-14701938,-14702533,6721360,6721955,0,0,0,0,0,0
-14692716,-14701933,6722135,6731361,0,0,0,0,0,0
-14691842,-14692712,6731514,6732384,0,0,0,0,0,0
-14663786,-14691570,6732389,6760188,0,0,0,0,0,0
-14645890,-14663737,6760193,6778061,0,0,0,0,0,0
-14643680,-14645885,6778206,6780411,0,0,0,0,0,0
-14620239,-14643675,6780492,6803936,0,0,0,0,0,0
-14616912,-14620171,6803941,6807212,0,0,0,0,0,0
-14615671,-14616907,6807281,6808519,0,0,0,0,0,0
-14603569,-14615624,6808524,6820559,0,0,0,0,0,0
-14585669,-14603401,6820564,6838282,0,0,0,0,0,0
-14582719,-14585294,6838287,6840848,0,0,0,0,0,0
-14568699,-14582716,6840870,6854872,0,0,0,0,0,0
